,Dia,Estado,Municipio,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2257996,2023-12-18,RORAIMA,NORMANDIA,0.0,0.0,1.0,3.8965,-60.3322,70.9
1375807,2023-08-16,PARÁ,FLORESTA DO ARAGUAIA,70.0,0.0,1.0,-7.4144,-49.6398,55.9
1016173,2023-09-17,PARÁ,PORTEL,8.0,0.0,1.0,-3.3267,-50.4923,61.8
2015255,2023-11-13,MARANHÃO,VITORINO FREIRE,6.0,0.0,1.0,-4.34081,-45.14806,12.9
314886,2023-10-06,PARÁ,NOVO REPARTIMENTO,7.0,2.59,1.0,-4.75628,-49.46352,1.4
2118927,2023-11-18,PARÁ,PORTO DE MOZ,24.0,0.89,1.0,-1.6996,-52.4943,116.0
1540228,2023-08-22,PARÁ,ALTAMIRA,7.0,0.0,1.0,-8.5969,-54.7755,126.7
1458254,2023-08-20,PARÁ,NOVO PROGRESSO,10.0,0.0,1.0,-7.086,-55.4687,91.8
474574,2023-10-13,RORAIMA,PACARAIMA,15.0,0.0,1.0,3.98588,-60.61026,7.3
2088553,2023-11-16,PARÁ,PORTO DE MOZ,22.0,0.0,1.0,-1.66914,-52.45848,187.2
1225245,2023-09-30,PARÁ,MUANÁ,8.0,0.0,1.0,-1.38199,-49.16207,16.5
2126405,2023-11-18,MARANHÃO,ALTAMIRA DO MARANHÃO,2.0,0.0,1.0,-4.14196,-45.41836,17.3
1413937,2023-08-18,MATO GROSSO,NOVA MARINGÁ,3.0,0.0,1.0,-13.07441,-56.88664,144.1
2035875,2023-11-14,MATO GROSSO,BRASNORTE,5.0,0.0,1.0,-12.92857,-57.61685,17.2
815499,2023-09-09,PARÁ,ÓBIDOS,20.0,0.0,1.0,1.6936,-55.6856,73.0
1931038,2023-11-07,MARANHÃO,ZÉ DOCA,16.0,0.0,1.0,-3.30316,-45.51859,1.2
2166582,2023-11-20,PARÁ,ORIXIMINÁ,11.0,0.0,1.0,1.4509,-56.01955,2.9
763623,2023-09-07,MARANHÃO,BACABEIRA,11.0,0.0,1.0,-3.06403,-44.39375,4.9
2208126,2023-12-02,MARANHÃO,BACURI,18.0,0.3,1.0,-1.72263,-45.252,5.4
1693931,2023-10-27,PARÁ,PACAJÁ,3.0,0.0,1.0,-3.8451,-50.2433,74.9
103038,2023-06-19,PARÁ,RIO MARIA,19.0,0.0,1.0,-7.2662,-49.5229,83.8
103081,2023-06-19,MATO GROSSO,CONFRESA,3.0,0.0,1.0,-10.3164,-51.7378,92.2
1767855,2023-10-29,MARANHÃO,SANTA LUZIA,9.0,0.0,1.0,-4.4642,-45.7955,63.8
580163,2023-10-22,MATO GROSSO,CANABRAVA DO NORTE,7.0,2.36,1.0,-11.3171,-51.7851,50.5
688155,2023-09-05,AMAZONAS,MANAQUIRI,6.0,0.0,1.0,-3.60995,-60.53578,1.5
35508,2023-04-05,RORAIMA,AMAJARI,7.0,0.0,1.0,3.89112,-61.16338,3.7
1032698,2023-09-18,PARÁ,SÃO JOÃO DO ARAGUAIA,17.0,0.0,1.0,-5.37303,-48.96365,11.5
1951731,2023-11-10,AMAPÁ,TARTARUGALZINHO,22.0,0.0,1.0,1.27174,-50.52372,4.4
1478056,2023-08-20,MATO GROSSO,NOVA MUTUM,44.0,0.0,1.0,-13.07355,-56.57321,18.3
1983089,2023-11-12,AMAPÁ,TARTARUGALZINHO,24.0,0.0,1.0,1.22901,-50.50198,8.9
146440,2023-06-28,PARÁ,ALTAMIRA,16.0,0.0,1.0,-8.64807,-55.0477,15.6
930084,2023-09-14,AMAPÁ,AMAPÁ,2.0,0.0,1.0,2.12044,-50.87583,10.9
2307882,2023-11-02,PARÁ,ANAPU,9.0,0.0,1.0,-2.9724,-51.4603,87.7
1227611,2023-09-30,PARÁ,PORTEL,8.0,0.0,1.0,-3.271,-50.5569,44.8
107632,2023-06-21,MATO GROSSO,CANARANA,49.0,0.0,1.0,-13.4081,-52.0969,72.2
1024507,2023-09-18,MARANHÃO,JOÃO LISBOA,16.0,0.0,1.0,-5.3331,-47.28513,2.1
509274,2023-10-16,PARÁ,TAILÂNDIA,0.0,0.2,1.0,-3.2745,-48.84122,7.6
167330,2023-07-15,PARÁ,JACAREACANGA,2.0,0.0,1.0,-9.354472,-56.551563,0
1675486,2023-06-29,PARÁ,SANTA MARIA DAS BARREIRAS,29.0,0.0,1.0,-9.0029,-49.9135,104.8
1169727,2023-09-27,PARÁ,ÓBIDOS,4.0,0.0,1.0,1.8218,-55.7037,61.0
1559791,2023-08-23,PARÁ,ALTAMIRA,8.0,0.0,1.0,-8.30605,-54.73989,20.5
1640423,2023-07-01,MATO GROSSO,CONFRESA,28.0,0.0,1.0,-10.37494,-52.1445,6.9
1002403,2023-08-28,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,12.0,0.0,1.0,-15.3717,-59.9611,72.7
1222207,2023-09-30,MARANHÃO,BURITICUPU,115.0,0.0,1.0,-4.6841,-46.3186,153.3
2118293,2023-11-18,PARÁ,BELTERRA,11.0,0.0,1.0,-2.8141,-54.8332,69.4
2242389,2023-12-14,RORAIMA,AMAJARI,17.0,0.48,1.0,3.95237,-61.16898,2.8
1321663,2023-08-12,MATO GROSSO,VILA RICA,9.0,0.0,1.0,-10.03,-52.0574,75.3
313313,2023-10-06,MARANHÃO,BOM JARDIM,35.0,0.0,1.0,-4.2546,-46.5848,98.3
1986565,2023-11-12,PARÁ,NOVO REPARTIMENTO,8.0,0.0,1.0,-3.9418,-50.63081,4.1
1290782,2023-08-08,PARÁ,ALTAMIRA,26.0,0.0,1.0,-8.503,-54.8625,418.2
1012602,2023-09-17,AMAPÁ,TARTARUGALZINHO,17.0,0.0,1.0,1.1194,-51.13637,15.8
2060634,2023-11-15,PARÁ,PACAJÁ,9.0,0.0,1.0,-4.04675,-50.89528,1.8
2125821,2023-11-18,RONDÔNIA,CEREJEIRAS,3.0,0.0,1.0,-13.1162,-61.5877,67.7
363988,2023-10-08,MARANHÃO,BOM JARDIM,41.0,0.1,1.0,-4.1414,-46.8551,128.9
2001291,2023-11-13,MARANHÃO,ALTO ALEGRE DO PINDARÉ,6.0,0.0,1.0,-3.95543,-45.99786,10.7
770658,2023-09-07,AMAZONAS,AUTAZES,14.0,0.0,1.0,-3.74233,-59.60041,4.7
1421610,2023-08-19,MARANHÃO,SÃO PEDRO DA ÁGUA BRANCA,10.0,0.0,1.0,-5.1166,-48.3095,57.1
2095327,2023-11-16,RONDÔNIA,ALTA FLORESTA D'OESTE,6.0,0.0,1.0,-12.9367,-62.5854,98.7
1266847,2023-08-06,MATO GROSSO,MARCELÂNDIA,36.0,0.0,1.0,-10.5717,-53.9934,59.8
1967087,2023-11-11,RORAIMA,NORMANDIA,6.0,0.0,1.0,4.25744,-60.06699,1.0
2274352,2023-12-30,RORAIMA,PACARAIMA,4.0,0.0,1.0,4.0235,-60.6906,69.7
1292688,2023-08-09,PARÁ,ALTAMIRA,27.0,0.0,1.0,-8.24173,-54.87162,1.2
1795225,2023-10-31,PARÁ,TOMÉ-AÇU,8.0,0.0,1.0,-2.4858,-48.0939,74.5
861286,2023-09-11,PARÁ,TERRA SANTA,0.0,0.5,1.0,-2.0768,-56.4282,53.2
1443761,2023-08-19,MARANHÃO,ITINGA DO MARANHÃO,84.0,0.0,1.0,-4.3248,-47.2415,54.2
33130,2023-03-28,RORAIMA,NORMANDIA,2.0,0.0,1.0,4.12061,-59.91563,2.9
250135,2023-10-02,MARANHÃO,SANTA LUZIA,10.0,0.0,1.0,-4.4635,-45.9074,139.7
531150,2023-10-18,MARANHÃO,SANTA LUZIA,2.0,0.0,1.0,-3.8138,-45.6489,55.5
2177012,2023-11-25,AMAPÁ,TARTARUGALZINHO,37.0,0.0,1.0,1.32618,-50.48398,7.0
1312614,2023-08-11,TOCANTINS,ANANÁS,61.0,0.0,1.0,-6.0285,-48.2547,66.6
1825459,2023-11-02,MARANHÃO,CONCEIÇÃO DO LAGO-AÇU,12.0,1.86,1.0,-3.83644,-44.95695,6.4
1627574,2023-08-26,MATO GROSSO,NOVA MARINGÁ,11.0,0.05,1.0,-13.04389,-56.84814,14.7
909696,2023-09-13,PARÁ,MUANÁ,2.0,0.0,1.0,-1.36246,-49.157,3.3
1051233,2023-09-19,PARÁ,NOVO REPARTIMENTO,9.0,0.0,1.0,-4.4157,-50.7235,139.3
1057916,2023-09-20,PARÁ,ÓBIDOS,3.0,0.0,1.0,1.7667,-55.8031,65.0
1096808,2023-09-23,RONDÔNIA,PIMENTEIRAS DO OESTE,5.0,0.0,1.0,-13.27931,-62.00384,31.8
1641858,2023-07-13,PARÁ,ULIANÓPOLIS,23.0,0.0,1.0,-3.86017,-47.92538,3.6
2275542,2023-12-30,RORAIMA,AMAJARI,4.0,0.3,1.0,3.6021,-61.0025,87.1
1604237,2023-08-25,PARÁ,ALTAMIRA,2.0,0.0,1.0,-6.0824,-53.3865,113.4
871673,2023-09-12,PARÁ,SÃO FÉLIX DO XINGU,4.0,3.88,1.0,-6.76477,-51.812,7.0
1238559,2023-08-01,MATO GROSSO,PORTO DOS GAÚCHOS,55.0,0.0,1.0,-11.81309,-56.40234,30.6
2127536,2023-11-18,MARANHÃO,SÃO VICENTE FERRER,9.0,0.1,1.0,-2.92488,-44.9956,5.6
1324988,2023-08-12,MATO GROSSO,NOVA MARINGÁ,57.0,0.0,1.0,-13.13453,-57.14516,9.0
1516221,2023-08-22,PARÁ,ALTAMIRA,7.0,0.0,1.0,-9.45188,-54.51443,0.6
185656,2023-07-21,MATO GROSSO,FELIZ NATAL,29.0,0.0,1.0,-12.393,-55.0118,59.6
1121821,2023-09-24,PARÁ,CURIONÓPOLIS,2.0,0.32,1.0,-6.12786,-49.64561,54.3
37673,2023-04-09,RORAIMA,AMAJARI,11.0,0.0,1.0,3.68974,-60.95807,1.8
2196037,2023-11-29,PARÁ,PARAGOMINAS,4.0,0.4,1.0,-3.78255,-48.2374,11.4
1803047,2023-11-01,PARÁ,PORTEL,8.0,0.0,1.0,-2.58915,-51.70519,2.1
2244513,2023-12-14,PARÁ,NOVA ESPERANÇA DO PIRIÁ,6.0,0.1,1.0,-2.54774,-47.05387,13.5
1415968,2023-08-18,PARÁ,SÃO FÉLIX DO XINGU,8.0,0.0,1.0,-6.45614,-53.07102,5.6
1709367,2023-10-27,MARANHÃO,ITINGA DO MARANHÃO,15.0,0.0,1.0,-3.73606,-46.99948,9.6
1807909,2023-11-01,PARÁ,PARAGOMINAS,11.0,0.0,1.0,-3.29357,-47.84507,4.2
1028052,2023-09-18,RONDÔNIA,PIMENTEIRAS DO OESTE,4.0,0.1,1.0,-13.2666,-61.7524,87.2
1454557,2023-08-20,PARÁ,SÃO FÉLIX DO XINGU,11.0,0.0,1.0,-6.7922,-52.6523,113.0
1228097,2023-09-30,PARÁ,GOIANÉSIA DO PARÁ,10.0,0.0,1.0,-3.82189,-49.00067,4.1
2024251,2023-11-14,MARANHÃO,SANTA LUZIA,9.0,0.0,1.0,-4.3867,-45.888599,0
1764194,2023-10-29,MARANHÃO,SANTA HELENA,9.0,0.0,1.0,-2.27937,-45.267,6.7
1967280,2023-11-11,MARANHÃO,JUNCO DO MARANHÃO,2.0,0.0,1.0,-1.8992,-46.1826,76.3
1162179,2023-09-26,MATO GROSSO,FELIZ NATAL,23.0,0.0,1.0,-12.1184,-54.2398,250.5
1487858,2023-08-21,MATO GROSSO,APIACÁS,7.0,0.0,1.0,-9.69599,-57.49333,1.5
1784673,2023-10-30,MARANHÃO,BURITICUPU,8.0,0.0,1.0,-4.6646,-46.4528,104.2
1434382,2023-08-19,MATO GROSSO,NOVA MARINGÁ,4.0,0.0,1.0,-13.05902,-56.89385,6.0
476018,2023-10-13,PARÁ,PORTEL,5.0,0.27,1.0,-3.2717,-50.4102,47.3
426919,2023-10-10,PARÁ,ÓBIDOS,16.0,0.0,1.0,1.7395,-55.637199,0
1152841,2023-09-26,MATO GROSSO,FELIZ NATAL,22.0,0.0,1.0,-12.12468,-54.24034,54.3
2037867,2023-11-14,PARÁ,ALMEIRIM,19.0,0.1,1.0,-1.51939,-52.56204,3.3
301945,2023-10-05,AMAZONAS,PARINTINS,7.0,0.0,1.0,-2.36491,-57.09555,11.3
32649,2023-03-27,RORAIMA,NORMANDIA,0.0,0.0,1.0,4.00339,-59.63893,2.8
1487306,2023-08-21,PARÁ,ALTAMIRA,8.0,0.0,1.0,-8.2044,-54.76475,1.9
862451,2023-09-11,MARANHÃO,AMARANTE DO MARANHÃO,94.0,0.0,1.0,-4.86858,-46.68736,5.1
1810878,2023-11-01,MARANHÃO,SANTA LUZIA,9.0,0.0,1.0,-4.5373,-46.015,74.7
1557172,2023-08-23,MATO GROSSO,NOVA MARINGÁ,9.0,0.0,1.0,-12.6153,-56.9742,136.5
1073548,2023-09-21,MATO GROSSO,FELIZ NATAL,19.0,0.0,1.0,-12.0991,-54.2623,69.0
1488920,2023-08-21,PARÁ,SÃO FÉLIX DO XINGU,11.0,0.0,1.0,-6.44535,-53.0528,2.6
408035,2023-10-10,PARÁ,PARAGOMINAS,2.0,0.0,1.0,-3.0825,-47.80918,1.2
1260334,2023-08-05,PARÁ,SÃO FÉLIX DO XINGU,3.0,2.9,1.0,-6.2942,-52.23111,5.0
1223210,2023-09-30,PARÁ,ULIANÓPOLIS,45.0,0.0,1.0,-3.78866,-47.59815,1.9
1661684,2023-10-25,PARÁ,PACAJÁ,0.0,0.0,1.0,-3.8249,-50.5796,99.1
1256049,2023-08-04,MATO GROSSO,PARANATINGA,74.0,0.0,1.0,-13.316,-54.3841,224.5
1036902,2023-09-18,PARÁ,PACAJÁ,19.0,0.0,1.0,-3.9142,-51.2227,65.6
1047935,2023-09-19,PARÁ,SENADOR JOSÉ PORFÍRIO,23.0,0.0,1.0,-3.7066,-51.7606,324.1
1403239,2023-08-18,MATO GROSSO,NOVA MARINGÁ,17.0,0.0,1.0,-12.91393,-56.93051,2.1
329817,2023-10-06,PARÁ,ORIXIMINÁ,13.0,0.0,1.0,1.7481,-55.9807,34.6
1153691,2023-09-26,RONDÔNIA,CEREJEIRAS,3.0,0.0,1.0,-13.2678,-61.6164,119.8
495105,2023-10-15,MARANHÃO,ZÉ DOCA,2.0,1.16,1.0,-3.35085,-45.61423,0.9
77697,2023-06-03,MATO GROSSO,FELIZ NATAL,2.0,0.0,1.0,-12.267022,-54.766304,0
1766214,2023-10-29,MARANHÃO,ARAME,5.0,0.0,1.0,-4.798,-46.0005,244.9
2103475,2023-11-17,RONDÔNIA,PIMENTEIRAS DO OESTE,5.0,0.0,1.0,-13.23385,-62.10074,1.2
890236,2023-09-12,PARÁ,PARAGOMINAS,14.0,0.0,1.0,-3.2623,-47.3521,0
1194,2023-01-06,MARANHÃO,MARANHÃOZINHO,2.0,0.0,1.0,-2.20293,-45.80763,14.9
579877,2023-10-22,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,5.0,0.0,1.0,-12.2853,-63.6961,75.9
956059,2023-08-29,AMAZONAS,LÁBREA,1.0,0.0,1.0,-9.1658,-67.0155,48.5
1698632,2023-10-27,PARÁ,IPIXUNA DO PARÁ,4.0,0.0,1.0,-2.59586,-47.9589,5.1
829013,2023-09-09,PARÁ,MOJU,2.0,1.29,1.0,-2.6488,-49.0762,131.1
1625386,2023-08-26,PARÁ,ULIANÓPOLIS,68.0,0.0,1.0,-3.9684,-47.8901,92.6
1724623,2023-10-27,MARANHÃO,ARAME,3.0,0.0,1.0,-4.8937,-45.6592,97.0
2106063,2023-11-17,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,7.0,0.0,1.0,-12.8416,-62.6296,165.7
1695914,2023-10-27,PARÁ,CAMETÁ,5.0,0.0,1.0,-2.0863,-49.53033,1.0
1651237,2023-10-25,PARÁ,ÓBIDOS,6.0,0.0,1.0,1.7853,-55.6647,68.9
1212260,2023-09-29,MARANHÃO,CONCEIÇÃO DO LAGO-AÇU,6.0,0.0,1.0,-3.71719,-44.77187,2.2
2013313,2023-11-13,PARÁ,BREU BRANCO,5.0,0.0,1.0,-3.59472,-49.32345,16.7
1411087,2023-08-18,PARÁ,ALTAMIRA,8.0,0.0,1.0,-7.95777,-54.78578,108.4
1820843,2023-11-02,PARÁ,PONTA DE PEDRAS,10.0,0.0,1.0,-1.4116,-49.0597,68.8
924756,2023-09-14,PARÁ,SÃO FÉLIX DO XINGU,0.0,0.08,1.0,-6.19927,-51.94168,5.7
1466333,2023-08-20,PARÁ,SANTANA DO ARAGUAIA,17.0,0.0,1.0,-9.691,-50.5311,67.1
1614545,2023-08-25,PARÁ,SANTARÉM,16.0,0.0,1.0,-2.5736,-54.694901,0
1131474,2023-09-25,AMAPÁ,TARTARUGALZINHO,4.0,0.0,1.0,1.34027,-50.60738,10.2
1168457,2023-09-26,PARÁ,NOVO REPARTIMENTO,4.0,0.0,1.0,-4.5115,-50.6693,0
141610,2023-06-27,PARÁ,JACAREACANGA,12.0,0.0,1.0,-9.14088,-56.62224,4.7
1556664,2023-08-23,MATO GROSSO,FELIZ NATAL,59.0,0.0,1.0,-12.098,-54.3445,70.7
1955850,2023-11-10,MARANHÃO,ZÉ DOCA,0.0,0.0,1.0,-3.31954,-45.97617,44.8
1043617,2023-09-19,PARÁ,JACUNDÁ,34.0,0.0,1.0,-4.3733,-49.10279,10.7
460313,2023-10-13,MARANHÃO,MONÇÃO,5.0,5.14,1.0,-3.56719,-45.45716,2.1
1983192,2023-11-12,AMAPÁ,PRACUÚBA,20.0,0.0,1.0,1.56649,-50.63578,9.8
1512933,2023-08-22,MATO GROSSO,NOVA SANTA HELENA,9.0,0.0,1.0,-11.1453,-54.9024,75.3
1926337,2023-11-06,PARÁ,IPIXUNA DO PARÁ,1.0,2.74,1.0,-2.48884,-47.58416,222.0
157466,2023-07-07,MATO GROSSO,JUARA,22.0,0.0,1.0,-10.77811,-57.94915,5.6
786210,2023-09-08,MARANHÃO,SÃO JOÃO BATISTA,32.0,0.0,1.0,-2.89179,-44.71452,6.0
2085720,2023-11-16,AMAPÁ,AMAPÁ,6.0,0.0,1.0,1.9793,-50.8609,80.5
1293857,2023-08-09,PARÁ,ALTAMIRA,27.0,0.0,1.0,-8.5216,-54.8612,282.1
37216,2023-04-08,RORAIMA,NORMANDIA,12.0,0.0,1.0,4.01282,-59.98099,0.8
216848,2023-07-25,PARÁ,CUMARU DO NORTE,40.0,0.0,1.0,-7.69774,-51.11518,0.8
230927,2023-10-01,PARÁ,ORIXIMINÁ,8.0,0.0,1.0,1.55109,-55.88307,48.8
1015132,2023-09-17,MARANHÃO,SANTA LUZIA,16.0,0.0,1.0,-4.42965,-46.08228,55.1
259146,2023-10-03,PARÁ,CURIONÓPOLIS,4.0,1.87,1.0,-6.3208,-49.71964,7.3
1800166,2023-11-01,PARÁ,SANTA CRUZ DO ARARI,8.0,0.0,1.0,-0.6178,-49.3444,64.2
240065,2023-10-02,PARÁ,MUANÁ,0.0,0.11,1.0,-1.4481,-49.2506,71.2
2275124,2023-12-30,RORAIMA,NORMANDIA,3.0,0.0,1.0,4.0794,-60.3853,90.1
1795766,2023-10-31,MARANHÃO,SANTA HELENA,17.0,0.0,1.0,-2.8847,-45.6194,143.0
261558,2023-10-03,PARÁ,ORIXIMINÁ,10.0,0.0,1.0,1.58856,-55.9112,9.3
1013281,2023-09-17,PARÁ,TOMÉ-AÇU,17.0,0.0,1.0,-2.7998,-48.2575,54.9
236159,2023-10-02,MARANHÃO,BURITICUPU,112.0,0.0,1.0,-4.7386,-46.39962,12.4
1208733,2023-09-29,PARÁ,TAILÂNDIA,30.0,0.0,1.0,-3.20647,-48.65602,2.0
1506639,2023-08-21,PARÁ,ALTAMIRA,12.0,0.0,1.0,-6.26938,-53.4841,8.5
1096320,2023-09-23,PARÁ,NOVO REPARTIMENTO,7.0,0.0,1.0,-4.3669,-50.4436,16.0
767355,2023-09-07,PARÁ,RONDON DO PARÁ,36.0,0.0,1.0,-4.0954,-48.4033,62.6
2155586,2023-11-21,RORAIMA,CARACARAÍ,6.0,0.0,1.0,1.5393,-61.5019,78.3
1593307,2023-08-24,MATO GROSSO,NOVA MARINGÁ,10.0,0.0,1.0,-12.6019,-56.959999,0
177887,2023-07-19,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,48.0,0.0,1.0,-11.34108,-52.14081,4.7
2136363,2023-11-19,MARANHÃO,ZÉ DOCA,10.0,0.1,1.0,-3.31109,-45.96517,36.3
1410004,2023-08-18,PARÁ,MOJU,12.0,0.0,1.0,-3.30872,-49.21984,24.2
451115,2023-10-12,RORAIMA,BONFIM,12.0,0.0,1.0,3.20647,-60.24157,78.9
1982023,2023-11-12,AMAPÁ,TARTARUGALZINHO,24.0,0.0,1.0,1.26389,-50.49429,8.3
1985534,2023-11-12,RORAIMA,NORMANDIA,15.0,0.0,1.0,4.00701,-60.08442,13.8
2020936,2023-11-13,PARÁ,ULIANÓPOLIS,22.0,0.0,1.0,-3.7651,-47.7685,110.4
1044051,2023-09-19,AMAPÁ,ITAUBAL,31.0,0.0,1.0,0.63467,-50.82936,3.8
473848,2023-10-13,AMAZONAS,SÃO SEBASTIÃO DO UATUMÃ,8.0,0.0,1.0,-2.50655,-57.8883,3.5
1382014,2023-08-17,MATO GROSSO,NOVA MARINGÁ,2.0,0.0,1.0,-13.00388,-56.86997,2.5
1383771,2023-08-17,MATO GROSSO,NOVA MARINGÁ,2.0,0.0,1.0,-12.9773,-56.9017,345.0
2164556,2023-11-20,MARANHÃO,IGARAPÉ DO MEIO,20.0,5.77,1.0,-3.62584,-45.19137,52.0
1015385,2023-09-17,PARÁ,CANAÃ DOS CARAJÁS,3.0,0.0,1.0,-6.50632,-49.8548,7.7
1462248,2023-08-20,MATO GROSSO,PORTO DOS GAÚCHOS,7.0,0.0,1.0,-11.5733,-57.0815,75.1
1023278,2023-09-17,MARANHÃO,AMARANTE DO MARANHÃO,112.0,0.0,1.0,-4.8763,-46.8526,0
1066057,2023-09-21,PARÁ,ULIANÓPOLIS,0.0,0.0,1.0,-3.6918,-47.5975,69.8
1597434,2023-08-25,MATO GROSSO,NOVA MARINGÁ,10.0,0.0,1.0,-12.88764,-56.83142,2.4
958191,2023-09-15,PARÁ,SÃO FÉLIX DO XINGU,6.0,0.0,1.0,-5.93001,-51.53743,26.1
1024378,2023-09-18,MARANHÃO,VILA NOVA DOS MARTÍRIOS,19.0,0.0,1.0,-5.19401,-48.0852,6.8
1325912,2023-08-12,MATO GROSSO,SANTA CRUZ DO XINGU,9.0,0.0,1.0,-10.12328,-52.21713,41.5
860543,2023-10-24,MARANHÃO,GOVERNADOR NEWTON BELLO,1.0,0.21,1.0,-3.4606,-45.6421,80.3
2053502,2023-11-15,MARANHÃO,ITINGA DO MARANHÃO,5.0,0.62,1.0,-3.88506,-47.04149,129.6
992879,2023-09-16,MARANHÃO,BOM JESUS DAS SELVAS,91.0,0.0,1.0,-4.54266,-46.84688,15.7
1557858,2023-08-23,MATO GROSSO,NOVA MARINGÁ,8.0,0.0,1.0,-12.6151,-56.9943,137.8
314647,2023-10-06,MARANHÃO,BURITICUPU,110.0,0.0,1.0,-4.79133,-46.43018,10.0
1014683,2023-09-17,PARÁ,SÃO FÉLIX DO XINGU,3.0,2.52,1.0,-6.14502,-52.0123,23.6
215467,2023-07-25,PARÁ,NOVO PROGRESSO,11.0,0.0,1.0,-7.4587,-55.2282,68.0
1132684,2023-09-25,PARÁ,SÃO JOÃO DO ARAGUAIA,25.0,0.0,1.0,-5.47315,-48.81709,14.5
1191849,2023-09-27,AMAZONAS,PAUINI,6.0,0.85,1.0,-7.7687,-66.946098,0
1302479,2023-08-10,MATO GROSSO,FELIZ NATAL,51.0,0.0,1.0,-12.08205,-54.27526,2.2
229769,2023-10-01,MARANHÃO,AMARANTE DO MARANHÃO,8.0,0.0,1.0,-5.19869,-46.76717,19.8
2307304,2023-11-05,AMAPÁ,PRACUÚBA,2.0,0.0,1.0,1.7398,-50.8443,66.6
2169253,2023-11-20,PARÁ,SANTA LUZIA DO PARÁ,12.0,0.2,1.0,-1.7492,-46.8701,65.8
447023,2023-10-12,AMAPÁ,PRACUÚBA,20.0,0.0,1.0,1.71242,-50.88759,1.8
1488602,2023-08-21,PARÁ,SÃO FÉLIX DO XINGU,13.0,0.0,1.0,-6.86995,-52.77497,1.5
29081,2023-03-22,RORAIMA,PACARAIMA,6.0,0.0,1.0,4.22929,-60.83551,3.0
181020,2023-07-20,MATO GROSSO,JUARA,37.0,0.0,1.0,-10.6059,-57.8485,164.8
428684,2023-10-11,PARÁ,DOM ELISEU,16.0,0.0,1.0,-4.09218,-47.93323,0.7
2021818,2023-11-13,MARANHÃO,TURILÂNDIA,6.0,0.0,1.0,-2.1057,-45.3739,59.6
346954,2023-10-07,PARÁ,PACAJÁ,0.0,0.0,1.0,-3.8262,-50.328,80.4
2302238,2023-11-22,PARÁ,ORIXIMINÁ,11.0,0.0,1.0,1.5102,-55.8653,67.7
1861518,2023-11-04,PARÁ,ORIXIMINÁ,16.0,0.0,1.0,1.5468,-55.8846,65.5
2208336,2023-12-02,TOCANTINS,ARAGUATINS,3.0,0.0,1.0,-5.67524,-48.02735,4.3
163143,2023-07-11,RONDÔNIA,PORTO VELHO,28.0,0.0,1.0,-9.99191,-64.9755,49.9
1092632,2023-09-23,MATO GROSSO,SANTA CARMEM,5.0,0.0,1.0,-12.02661,-54.56864,14.6
1480402,2023-08-20,MARANHÃO,ITINGA DO MARANHÃO,85.0,0.0,1.0,-4.3248,-47.2415,211.7
479982,2023-10-14,PARÁ,ALTAMIRA,22.0,0.0,1.0,-3.00011,-52.26888,1.0
314605,2023-10-06,MARANHÃO,ARAME,112.0,0.0,1.0,-5.24008,-46.28667,0.4
1489319,2023-08-21,MATO GROSSO,NOVA SANTA HELENA,8.0,0.0,1.0,-11.18222,-54.87157,1.7
1362243,2023-08-16,MATO GROSSO,UNIÃO DO SUL,4.0,0.02,1.0,-11.59719,-54.65802,1.6
1487334,2023-08-21,PARÁ,ALTAMIRA,8.0,0.0,1.0,-8.19713,-54.78923,3.3
1300478,2023-08-09,MATO GROSSO,NOVA MARINGÁ,54.0,0.0,1.0,-13.1262,-57.1695,49.6
443348,2023-10-11,PARÁ,ÓBIDOS,18.0,0.0,1.0,1.877,-55.5844,56.0
221903,2023-10-01,PARÁ,PACAJÁ,9.0,0.0,1.0,-3.45647,-50.47776,1.3
1862785,2023-11-04,PARÁ,MUANÁ,12.0,0.64,1.0,-1.3927,-49.2939,87.9
1733034,2023-10-28,PARÁ,PORTEL,4.0,0.0,1.0,-2.79966,-51.74924,1.8
2085751,2023-11-16,RONDÔNIA,ALTA FLORESTA D'OESTE,6.0,0.0,1.0,-12.8984,-62.6262,59.8
865516,2023-09-11,PARÁ,MOJU,36.0,0.0,1.0,-3.34937,-49.08431,20.8
340935,2023-10-07,AMAZONAS,MAUÉS,8.0,0.0,1.0,-3.43288,-58.00654,5.6
1695409,2023-10-27,MARANHÃO,BURITICUPU,5.0,0.0,1.0,-4.4328,-46.4525,1.0
1944943,2023-11-09,AMAPÁ,AMAPÁ,21.0,0.0,1.0,1.55602,-50.45816,5.0
575827,2023-10-21,PARÁ,SÃO FÉLIX DO XINGU,3.0,0.1,1.0,-6.5503,-52.66208,6.7
1990824,2023-11-12,MARANHÃO,PEDRO DO ROSÁRIO,104.0,0.0,1.0,-3.1639,-45.497,83.3
31092,2023-03-24,RORAIMA,UIRAMUTÃ,12.0,0.0,1.0,4.31838,-60.07357,1.0
1573012,2023-08-24,PARÁ,ALTAMIRA,14.0,0.0,1.0,-8.08111,-54.82259,1.0
1342467,2023-08-14,PARÁ,ALTAMIRA,6.0,0.0,1.0,-8.45683,-54.97239,236.2
